source,stemmed
bible,gold offer offer lord captain thousand captain hundr sixteen thousand seven hundr fifti shekel
bible,men war taken spoil everi man
bible,mose eleazar priest took gold captain thousand hundr brought tabernacl congreg memori children israel lord
bible,children reuben children gad great multitud cattl saw land jazer land gilead behold place place cattl
bible,children gad children reuben came spake unto mose eleazar priest unto princ congreg say
bible,ataroth dibon jazer nimrah heshbon elealeh shebam nebo beon
bible,even countri lord smote congreg israel land cattl thi servant cattl
bible,wherefor said found grace thi sight let land given unto thi servant possess bring us jordan
bible,mose said unto children gad children reuben shall brethren go war shall ye sit
bible,wherefor discourag ye heart children israel go land lord hath given
bible,thu father sent kadeshbarnea see land
bible,went unto valley eshcol saw land discourag heart children israel go land lord given
bible,lord anger kindl time sware say
bible,sure none men came egypt twenti year old upward shall see land sware unto abraham unto isaac unto jacob wholli follow
bible,save caleb son jephunneh kenezit joshua son nun wholli follow lord
bible,lord anger kindl israel made wander wilder forti year gener done evil sight lord consum
bible,behold ye risen father stead increas sin men augment yet fierc anger lord toward israel
bible,ye turn away yet leav wilder ye shall destroy peopl
bible,came near unto said build sheepfold cattl citi littl one
bible,go readi arm children israel brought unto place littl one shall dwell fenc citi inhabit land
bible,return unto hous children israel inherit everi man inherit
bible,inherit yonder side jordan forward inherit fallen us side jordan eastward
bible,mose said unto ye thing ye go arm lord war
bible,go arm jordan lord hath driven enemi
bible,land subdu lord afterward ye shall return guiltless lord israel land shall possess lord
bible,ye behold ye sin lord sure sin find
bible,build citi littl one fold sheep hath proceed mouth
bible,children gad children reuben spake unto mose say thi servant lord commandeth
bible,littl one wive flock cattl shall citi gilead
bible,thi servant pass everi man arm war lord battl lord saith
bible,concern mose command eleazar priest joshua son nun chief father tribe children israel
bible,mose said unto children gad children reuben pass jordan everi man arm battl lord land shall subdu ye shall give land gilead possess
bible,pass arm shall possess among land canaan
bible,children gad children reuben answer say lord hath said unto thi servant
bible,pass arm lord land canaan possess inherit side jordan may
bible,mose gave unto even children gad children reuben unto half tribe manasseh son joseph kingdom sihon king amorit kingdom og king bashan land citi thereof coast even citi countri round
bible,children gad built dibon ataroth aroer
bible,atroth shophan jaazer jogbehah
bible,bethnimrah bethharan fenc citi fold sheep
bible,children reuben built heshbon elealeh kirjathaim
bible,nebo baalmeon name chang shibmah gave name unto citi build
bible,children machir son manasseh went gilead took dispossess amorit
bible,mose gave gilead unto machir son manasseh dwelt therein
bible,jair son manasseh went took small town thereof call havothjair
bible,nobah went took kenath villag thereof call nobah name
bible,journey children israel went forth land egypt armi hand mose aaron
bible,mose wrote go accord journey command lord journey accord go
bible,depart rames first month fifteenth day first month morrow passov children israel went high hand sight egyptian
bible,egyptian buri firstborn lord smitten among upon god also lord execut judgment
bible,children israel remov rames pitch succoth
bible,depart succoth pitch etham edg wilder
bible,remov etham turn unto pihahiroth baalzephon pitch migdol
bible,depart pihahiroth pass midst sea wilder went three day journey wilder etham pitch marah
bible,remov marah came unto elim elim twelv fountain water threescor ten palm tree pitch
bible,remov elim encamp red sea
bible,remov red sea encamp wilder sin
bible,took journey wilder sin encamp dophkah
bible,depart dophkah encamp alush
bible,remov alush encamp rephidim water peopl drink
bible,depart rephidim pitch wilder sinai
bible,remov desert sinai pitch kibrothhattaavah
bible,depart kibrothhattaavah encamp hazeroth
bible,depart hazeroth pitch rithmah
bible,depart rithmah pitch rimmonparez
bible,depart rimmonparez pitch libnah
bible,remov libnah pitch rissah
bible,journey rissah pitch kehelathah
bible,went kehelathah pitch mount shapher
bible,remov mount shapher encamp haradah
bible,remov haradah pitch makheloth
bible,remov makheloth encamp tahath
bible,depart tahath pitch tarah
bible,remov tarah pitch mithcah
bible,went mithcah pitch hashmonah
bible,depart hashmonah encamp moseroth
bible,depart moseroth pitch benejaakan
bible,remov benejaakan encamp horhagidgad
bible,went horhagidgad pitch jotbathah
bible,remov jotbathah encamp ebronah
bible,depart ebronah encamp eziongab
bible,remov eziongab pitch wilder zin kadesh
bible,remov kadesh pitch mount hor edg land edom
bible,aaron priest went mount hor command lord die fortieth year children israel come land egypt first day fifth month
bible,aaron hundr twenti three year old die mount hor
bible,king arad canaanit dwelt south land canaan heard come children israel
bible,depart mount hor pitch zalmonah
bible,depart zalmonah pitch punon
bible,depart punon pitch oboth
bible,depart oboth pitch ijeabarim border moab
bible,depart iim pitch dibongad
bible,remov dibongad encamp almondiblathaim
bible,remov almondiblathaim pitch mountain abarim nebo
bible,depart mountain abarim pitch plain moab jordan near jericho
bible,pitch jordan bethjesimoth even unto abelshittim plain moab
bible,lord spake unto mose plain moab jordan near jericho say
bible,speak unto children israel say unto ye pass jordan land canaan
bible,ye shall drive inhabit land destroy pictur destroy molten imag quit pluck high place
bible,ye shall dispossess inhabit land dwell therein given land possess
bible,ye shall divid land lot inherit among famili ye shall give inherit fewer ye shall give less inherit everi man inherit shall place lot falleth accord tribe father ye shall inherit
bible,ye drive inhabit land shall come pass ye let remain shall prick eye thorn side shall vex land wherein ye dwell
bible,moreov shall come pass shall unto thought unto
bible,lord spake unto mose say
bible,command children israel say unto ye come land canaan land shall fall unto inherit even land canaan coast thereof
bible,south quarter shall wilder zin along coast edom south border shall outmost coast salt sea eastward
bible,border shall turn south ascent akrabbim pass zin go forth thereof shall south kadeshbarnea shall go hazaraddar pass azmon
bible,border shall fetch compass azmon unto river egypt go shall sea
bible,western border ye shall even great sea border shall west border
bible,shall north border great sea ye shall point mount hor
bible,mount hor ye shall point border unto entranc hamath go forth border shall zedad
bible,border shall go ziphron go shall hazarenan shall north border
bible,ye shall point east border hazarenan shepham
bible,coast shall go shepham riblah east side border shall descend shall reach unto side sea chinnereth eastward
bible,border shall go jordan go shall salt sea shall land coast thereof round
bible,mose command children israel say land ye shall inherit lot lord command give unto nine tribe half tribe
bible,tribe children reuben accord hous father tribe children gad accord hous father receiv inherit half tribe manasseh receiv inherit
