source,lemmatized
quran,destroyed people noah indeed people defiantly disobedient
quran,heaven constructed strength indeed expander
quran,earth spread excellent preparer
quran,thing created two mate perhaps remember
quran,flee allah indeed clear warner
quran,make equal allah another deity indeed clear warner
quran,similarly came messenger except said magician madman
quran,suggest rather transgressing people
quran,leave muhammad blamed
quran,remind indeed reminder benefit believer
quran,create jinni mankind except worship
quran,want provision want feed
quran,indeed allah continual provider firm possessor strength
quran,indeed wronged portion punishment like portion predecessor let impatiently urge
quran,woe disbelieved day promised
quran,mount
quran,book inscribed
quran,parchment spread open
quran,frequented house
quran,heaven raised high
quran,sea filled fire
quran,indeed punishment lord occur
quran,preventer
quran,day heaven sway circular motion
quran,mountain pas departing
quran,woe day denier
quran,empty discourse amusing
quran,day thrust toward fire hell violent thrust angel say
quran,fire used deny
quran,magic see
quran,enter burn therein patient impatient recompensed used
quran,indeed righteous garden pleasure
quran,enjoying lord given lord protected punishment hellfire
quran,told eat drink satisfaction used
quran,reclining throne lined marry fair woman large beautiful eye
quran,believed whose descendant followed faith join descendant deprive anything deed every person earned retained
quran,provide fruit meat whatever desire
quran,exchange one another cup wine wherein result ill speech commission sin
quran,circulate among servant boy especially pearl wellprotected
quran,approach one another inquiring
quran,say indeed previously among people fearful displeasing allah
quran,allah conferred favor upon u protected u punishment scorching fire
quran,indeed used supplicate indeed beneficent merciful
quran,remind muhammad favor lord soothsayer madman
quran,say poet await misfortune time
quran,say wait indeed among waiter
quran,mind command say transgressing people
quran,say made rather believe
quran,let produce statement like truthful
quran,created nothing creator
quran,create heaven earth rather certain
quran,depository containing provision lord controller
quran,stairway heaven upon listen let listener produce clear authority
quran,daughter son
quran,muhammad ask payment debt burdened
quran,knowledge unseen write
quran,intend plan disbelieve object plan
quran,deity allah exalted allah whatever associate
quran,see fragment sky falling would say merely cloud heaped
quran,leave meet day struck insensible
quran,day plan avail helped
quran,indeed wronged punishment know
quran,patient muhammad decision lord indeed eye exalt allah praise lord arise
quran,part night exalt setting star
quran,star descends
quran,companion muhammad strayed erred
quran,speak inclination
quran,revelation revealed
quran,taught one intense strength
quran,one soundness rose true form
quran,higher part horizon
quran,approached descended
quran,distance two bow length nearer
quran,revealed servant revealed
quran,heart lie saw
quran,dispute saw
quran,certainly saw another descent
